"","gene_hgnc","gene","logFC","logCPM","F","PValue","FDR","rank"
"8853","RAVER2","RAVER2",0.189473150877067,2.86672924880571,1.44978785125123,0.231867119350339,0.822395164085782,0.634760833497258
"5928","LOC650623","LOC650623",0.222051926744463,2.67989622879321,1.44992150382728,0.231845782822108,0.822395164085782,0.634800799331448
"2933","DYNC1LI1","DYNC1LI1",0.0824135902088242,5.8506754887044,1.4503383888616,0.231779246002441,0.822395164085782,0.634925454266047
"2131","CNOT8","CNOT8",0.0753283371721988,7.81783509947057,1.45130813242461,0.231624560688606,0.822395164085782,0.635215391378152
"9514","SCARNA3","SCARNA3",0.432501968145836,1.42625316220559,3.50635048325969,0.231311397946532,0.82216993942276,0.635802966696204
"801","ATG5","ATG5",0.082663948722418,6.56719410443649,1.45471883881767,0.231081515479712,0.82216993942276,0.63623479292949
"1661","CD244","CD244",0.271967973306555,2.10323394374136,1.81922707460568,0.230975536817446,0.82216993942276,0.636434014860202
"9971","SLC37A3","SLC37A3",0.101095964758948,4.96463717621383,1.45540629406373,0.23097224892814,0.82216993942276,0.636440196996914
"10679","SULT2B1","SULT2B1",0.409881580726187,1.52535884112908,3.05884612906589,0.230832085643169,0.82216993942276,0.636703824418921
"11077","TLCD4","TMEM56",0.325443824382765,1.7860492796728,3.38875299301401,0.230763857934595,0.82216993942276,0.6368322090721
"2598","DDX54","DDX54",0.0743478910172241,5.3903745595092,1.45984635230804,0.230268049399772,0.821912084967347,0.637766317928086
"1567","CCDC71","CCDC71",0.136579624092883,3.59521864648674,1.74892082192725,0.230154669396591,0.821912084967347,0.63798020967897
"4365","HAPLN3","HAPLN3",0.0888622801318112,6.34066121290422,1.46153389525049,0.230001090834322,0.821758235029924,0.638270104233698
"7666","PARP2","PARP2",0.117068976490531,4.27661358816676,1.46163176017306,0.22998562082626,0.821758235029924,0.638299316117295
"11663","TTF1","TTF1",0.0911747129073527,5.1302980537079,1.46239988399033,0.22986424369259,0.821758235029924,0.638528579729936
"51","ABHD10","ABHD10",0.0975039999624656,5.23313739256868,1.46323174492556,0.229732883192476,0.821758235029924,0.638776836903692
"497","ANTXR2","ANTXR2",0.126454321237073,6.70806440683614,1.46703078560994,0.229134134370548,0.820921603200529,0.639910208652087
"10562","STAG3L2","STAG3L2",0.114638513888698,4.10026033580513,1.68330669168199,0.229074355798517,0.820921603200529,0.640023526081482
"12793","ZNF668","ZNF668",0.149381744744189,3.31676029252071,1.47806270764629,0.228940845083754,0.820921603200529,0.640276718413208
"1724","CDC27","CDC27",0.086929492405391,6.50659345677664,1.46950824347993,0.228744699876368,0.820886581326726,0.640648959954908
"5076","KCNJ5","KCNJ5",0.233102986000894,2.37788116254605,3.96844788725621,0.228438618732378,0.820241959815981,0.641230474486604
"4188","GRB2","GRB2",0.0587214617110565,8.05148537395777,1.47349503326372,0.22811970554015,0.819806102897047,0.641837197679473
"5835","LOC339290","LOC339290",0.0877317050695908,5.68400176368854,1.47488957748324,0.227901579762781,0.819792943043397,0.642252664376972
"7598","PAAF1","PAAF1",0.157785359540115,3.50860528614698,1.47599822924686,0.227728352893649,0.819733607682937,0.642582894994472
"10552","ST7-OT4","ST7-OT4",0.455702787109704,1.37776893313299,2.55976623987008,0.227634066294863,0.819639637431121,0.642762743609244
"11726","TXNDC12","TXNDC12",0.0557182988311139,6.76430453530935,1.47742471941354,0.227505699829995,0.819639637431121,0.643007718243327
"10870","TBPL1","TBPL1",0.103121141237336,5.57847915763728,1.48130099523393,0.226902011666433,0.818348567514218,0.644161653732699
"2972","ECHDC2","ECHDC2",0.099540590075026,5.12689351016696,1.48402595641102,0.226478796266323,0.817731540206793,0.644972451909833
"10871","TBRG1","TBRG1",0.0721128614980233,6.4411814439761,1.48544595405107,0.226258636572344,0.817391615776391,0.645394834248178
"2651","DGKB","DGKB",0.246462805661644,2.2650542721194,4.56163758339046,0.22622641495291,0.817391615776391,0.645456686773447
"7615","PAFAH1B2","PAFAH1B2",0.128013176407816,7.21264582843772,1.48595275020095,0.226180124837236,0.817391615776391,0.645545560563306
"3880","GATAD2A","GATAD2A",0.064606629534516,6.00483424015576,1.48595347802354,0.226180012108428,0.817391615776391,0.645545777016947
"6291","MAX","MAX",0.0514167962006239,7.34564732869208,1.49091122925531,0.225413715038639,0.816162401028125,0.647019663336975
"12584","ZNF319","ZNF319",0.126750341491832,3.83974798736553,1.49437257486458,0.224880582783054,0.816119976898984,0.648048041915306
"11198","TMEM184B","TMEM184B",0.133029883435695,4.71301714899035,1.49437987512672,0.224879459985105,0.816119976898984,0.648050210293584
"7661","PARP11","PARP11",0.126093239271927,4.9941196517923,1.49446223170194,0.224866793817199,0.816119976898984,0.64807467229536
"6150","MADD","MADD",0.0877087964944574,6.11289124472794,1.49484730266588,0.22480758269168,0.816119976898984,0.648189044234578
"9","AAK1","AAK1",0.0782731853264395,7.72491939521291,1.49643621765794,0.224563460763313,0.816119976898984,0.64866090737919
"7027","NCBP1","NCBP1",0.0824700159413322,6.33990536753699,1.49997665431901,0.224020663888068,0.816119976898984,0.6497119200647
"5618","LOC100288198","LOC100288198",0.273226248825385,2.10654323312891,2.46895779694562,0.223472624910053,0.815088137093,0.650775669752
"7981","PIK3CA","PIK3CA",0.131795547937006,5.52452001459219,1.50400148707018,0.223405537781735,0.815088137093,0.65090606578513
"12090","WAPL","WAPAL",0.0767529915537297,7.81830142771585,1.50993543265171,0.222502374082037,0.814481743500639,0.652665350771914
"7842","PEX26","PEX26",0.0982485078733794,4.60034502103562,1.5101379894216,0.222471622671857,0.814481743500639,0.652725377505479
"2413","CWC25","CWC25",0.117625684061496,4.9898249286241,1.51044634993642,0.222424818436426,0.814481743500639,0.652816755270614
"4190","GREB1L","GREB1L",0.383974638088682,1.63589146526336,4.57097542020612,0.22216724462148,0.814391690489667,0.653319971177168
"4404","HCST","HCST",0.104997121385293,7.27404727201513,1.51235414212803,0.22213551136501,0.814391690489667,0.65338200805637
"5187","KIF9-AS1","FLJ39534",0.278578700935421,2.02621217967849,3.06313814841671,0.222024369213338,0.814391690489667,0.65359935512573
"2195","COPS2","COPS2",0.114305110508529,6.89844984674681,1.51341849747153,0.221974305672117,0.814391690489667,0.653697293795454
"1489","CBX3","CBX3",0.0842241505529309,7.08300020277859,1.51503622780735,0.221729558325272,0.814391690489667,0.654176408094878
"3715","FMNL3","FMNL3",0.123006161560712,4.90073135750487,1.51571715934863,0.221626637699749,0.814391690489667,0.654378042180259
"6363","MDM4","MDM4",0.0931436394658232,8.59854722496044,1.51666524420322,0.221483434186769,0.814391690489667,0.654658751203083
"512","AP1B1","AP1B1",0.0899024247044412,5.63786765399546,1.51683207434796,0.221458246933112,0.814391690489667,0.654708142288889
"9142","RNF207","RNF207",0.210160302131679,2.61677549249293,1.70041219432591,0.221226784528617,0.814177326436807,0.655162292969651
"12736","ZNF577","ZNF577",0.179150402514004,3.08094539367926,1.51916908206923,0.221105781018977,0.813962910658113,0.655399902234405
"438","ANKK1","ANKK1",0.414941565396467,1.51239700376265,2.8697284239418,0.22100707023784,0.813962910658113,0.655593832576591
"12951","ZSCAN31","ZNF323",0.327223395469571,1.73826448968069,2.16662766124823,0.220878836389716,0.813820262562848,0.65584589426655
"12258","YIPF6","YIPF6",0.0964128508961164,4.75369608131116,1.52307281376847,0.220518538304712,0.812954531806489,0.656554894880876
"8731","RAB3GAP1","RAB3GAP1",0.074489579778184,6.0194471213009,1.52329263993998,0.220485525862257,0.812954531806489,0.656619915241387
"5826","LOC286367","LOC286367",0.473756258933201,1.38081457841334,2.3681427249796,0.220267515102181,0.812597094071537,0.657049547570689
"45","ABCF1","ABCF1",0.0844579449400246,5.60860534114818,1.52570623312047,0.220123457492687,0.812597094071537,0.657333674317165
"8638","PUM2","PUM2",0.0917368670911565,6.83244953051065,1.52635961895056,0.220025565576825,0.812597094071537,0.657526853978393
"2111","CNEP1R1","CNEP1R1",0.124666426548499,5.3208185514308,1.52640519264089,0.220018739578916,0.812597094071537,0.657540327590894
"7502","OFD1","OFD1",0.0836967180809078,7.17402251265107,1.52846568127262,0.219710388690052,0.812169940237216,0.658149407603402
"4398","HCG4","HCG4",0.434815009174135,1.45921215460351,2.04060411081215,0.219626201888157,0.812169940237216,0.658315848845693
"4826","ILRUN","C6orf106",0.0917322699891871,5.24962566591942,1.53028356300349,0.219438778200929,0.812169940237216,0.658686623477131
"2664","DHFR2","DHFRL1",0.183652866014107,2.99009164693382,2.02167041851752,0.219395745158029,0.812169940237216,0.658771799151041
"6843","MTOR","MTOR",0.0819841669892872,5.08177880284071,1.65288492926682,0.21934366952015,0.812169940237216,0.658874895255571
"536","AP5S1","C20orf29",0.135620571246419,4.1903527194022,1.53167070059719,0.219231798789325,0.812169940237216,0.659096452755468
"2427","CXorf40A","CXorf40A",0.145272176966355,3.40708384021782,1.7007361658801,0.219170117946262,0.812169940237216,0.659218658653461
"2117","CNN3","CNN3",0.33501599165153,1.86433925380143,1.53229622316373,0.219138539804807,0.812169940237216,0.659281236530325
"7423","NUDT16L1","NUDT16L1",0.0839369423721217,5.85704573673978,1.53366953366892,0.218933961698982,0.812169940237216,0.65968686413138
"2230","COX19","COX19",0.0822698782328157,5.86118792716101,1.53455658002139,0.218801943817865,0.812169940237216,0.659948824086219
"6206","MAP1S","MAP1S",0.131153876379834,4.40935436720547,1.53471484423907,0.218778399701282,0.812169940237216,0.659995558726266
"10068","SMAD4","SMAD4",0.0956338744562152,5.94534458753571,1.5355161774522,0.218659236712361,0.812169940237216,0.660232172247864
"11065","TIPIN","TIPIN",0.154684713081384,3.23383364927737,1.53553061447016,0.218657090562657,0.812169940237216,0.660236434887585
"10195","SNORA57","SNORA57",0.284758208935926,2.05523348577907,2.50441633953866,0.218163903219325,0.811643073534322,0.661217104936933
"2708","DIS3","DIS3",0.102911109233807,6.64213353893142,1.54180720628872,0.217726446049934,0.810957560897444,0.662088816360865
"4881","INTS5","INTS5",0.149903514245477,4.39092994211175,1.54296530972124,0.217555255234977,0.810785500190566,0.662430421486475
